captured_at,deck_id,card_entries,total_copies,updated_at
2026-08-13T08:15:14.997410+00:00,3675b34af6,0,0,2026-08-07T22:24:41.656+00:00
2026-08-13T08:15:14.997410+00:00,36d0653575,0,0,2026-08-11T10:15:57.851+00:00
2026-08-13T08:15:14.997410+00:00,3801e15713,0,0,2026-08-08T13:09:26.006+00:00
2026-08-13T08:15:14.997410+00:00,3833b2d12d,0,0,2026-08-06T01:59:38.203+00:00
2026-08-13T08:15:14.997410+00:00,38b4ca0fc7,0,0,2026-08-10T02:12:12.354+00:00
2026-08-13T08:15:14.997410+00:00,38f104bd68,0,0,2026-08-09T04:31:02.88+00:00
2026-08-13T08:15:14.997410+00:00,38f964c89d,0,0,2026-08-09T14:21:48.909+00:00
2026-08-13T08:15:14.997410+00:00,3923bf4b22,0,0,2026-08-08T17:10:01.301+00:00
2026-08-13T08:15:14.997410+00:00,392ae46a99,0,0,2026-08-10T17:14:34.403+00:00
2026-08-13T08:15:14.997410+00:00,39890e1e93,0,0,2026-08-10T14:28:53.625+00:00
2026-08-13T08:15:14.997410+00:00,3a1bb27903,0,0,2026-08-11T22:59:28.99+00:00
2026-08-13T08:15:14.997410+00:00,3a3201783b,0,0,2026-08-12T23:49:21.952+00:00
2026-08-13T08:15:14.997410+00:00,3a62aa2cce,0,0,2026-08-11T10:16:58.314+00:00
2026-08-13T08:15:14.997410+00:00,3a693eaee7,0,0,2026-07-27T19:46:39.607+00:00
2026-08-13T08:15:14.997410+00:00,3a7dc45c3c,0,0,2026-08-10T21:49:07.164+00:00
2026-08-13T08:15:14.997410+00:00,3ac970841b,0,0,2026-08-10T18:30:34.896+00:00
2026-08-13T08:15:14.997410+00:00,3ad5d95e48,0,0,2026-08-13T03:29:47.604+00:00
2026-08-13T08:15:14.997410+00:00,3af3ae8312,0,0,2026-08-12T12:44:54.253+00:00
2026-08-13T08:15:14.997410+00:00,3bc7a362cc,0,0,2026-08-04T14:02:09.027+00:00
2026-08-13T08:15:14.997410+00:00,3be61bf22e,0,0,2026-08-11T08:19:35.98+00:00
2026-08-13T08:15:14.997410+00:00,3c050fccd3,0,0,2026-08-06T15:20:14.658+00:00
2026-08-13T08:15:14.997410+00:00,3ca1ef4095,0,0,2026-08-05T10:20:11.808+00:00
2026-08-13T08:15:14.997410+00:00,3cf56d2c69,0,0,2026-08-12T15:02:14.234+00:00
2026-08-13T08:15:14.997410+00:00,3cf5e99430,0,0,2026-08-10T13:20:12.942+00:00
2026-08-13T08:15:14.997410+00:00,3cf6c933a0,0,0,2026-08-08T20:43:57.065+00:00
2026-08-13T08:15:14.997410+00:00,3cfbe83158,0,0,2026-08-07T02:32:18.808+00:00
2026-08-13T08:15:14.997410+00:00,3d5d8edabf,0,0,2026-08-09T02:08:48.84+00:00
2026-08-13T08:15:14.997410+00:00,3d88048206,0,0,2026-08-12T21:38:20.922+00:00
2026-08-13T08:15:14.997410+00:00,3dee5c7993,0,0,2026-08-04T11:53:25.389+00:00
2026-08-13T08:15:14.997410+00:00,3e64a4f36b,0,0,2026-08-10T23:21:44.564+00:00
2026-08-13T08:15:14.997410+00:00,3eb3a7e6f0,0,0,2026-08-12T03:14:24.467+00:00
2026-08-13T08:15:14.997410+00:00,3ef7a99590,0,0,2026-08-10T14:13:04.243+00:00
2026-08-13T08:15:14.997410+00:00,3f8dc26b48,0,0,2026-08-04T18:31:26.882+00:00
2026-08-13T08:15:14.997410+00:00,3fef535a2b,0,0,2026-08-07T15:05:00.21+00:00
2026-08-13T08:15:14.997410+00:00,3fefc0138f,0,0,2026-08-13T02:20:52.336+00:00
2026-08-13T08:15:14.997410+00:00,400aee677d,0,0,2026-08-11T02:54:56.478+00:00
2026-08-13T08:15:14.997410+00:00,401574ce6b,0,0,2026-08-03T03:54:57.427+00:00
2026-08-13T08:15:14.997410+00:00,40d2f9abc1,0,0,2026-08-09T06:11:13.498+00:00
